run,dataset,loss,epochs,num_batches,num_trajectories,runtime,haversine_mean [m],euclidean_mean,hour_abs,hour_rel,day_abs,day_rel,category_abs,category_rel
1,fs,STD,250,2000,1027,169.70582954099518,780.3986226258645,1.42049154039317,993,0.044647273054269146,9,0.0004046580639359741,6,0.00026977204262398273
1,fs,NO BCE,250,2000,1027,159.3096261949977,464.9070541212617,0.8955030683130705,901,0.040510768400701405,1,4.496200710399712e-05,6,0.00026977204262398273
1,fs,BCE ONLY,250,2000,1027,163.01721692300634,27968.387202026046,47.58224371636436,21086,0.9480688817948834,19649,0.8834584775864395,19359,0.8704194955262803
2,fs,STD,250,2000,1027,156.10078786899976,865.5589854133266,1.5001888903953076,2198,0.09992271673410011,0,0.0,11,0.0005000681911169704
2,fs,NO BCE,250,2000,1027,144.48248509899713,678.4638915120797,1.129336820770688,1571,0.07141882984043278,0,0.0,1422,0.06464517888803019
2,fs,BCE ONLY,250,2000,1027,157.36384712198924,14595.691441309546,24.057223364992456,21196,0.9635859435377552,19407,0.882256671364277,19546,0.8885757148702096
3,fs,STD,250,2000,1027,168.32389649900142,688.1698270312174,1.1642572031030998,3627,0.16320928767493137,3,0.0001349952751653692,5,0.00022499212527561535
3,fs,NO BCE,250,2000,1027,150.7743953189929,1107.7300439113842,1.8732483486682086,1984,0.08927687530936418,0,0.0,123,0.005534806281780138
3,fs,BCE ONLY,250,2000,1027,160.76592294599686,9661.363578839137,17.84321600972532,21581,0.971111011114611,18501,0.832515861944832,19087,0.858884939027134
