run,dataset,loss,epochs,num_batches,num_trajectories,runtime,haversine_mean [m],euclidean_mean
1,geolife_spatial,STD,11,2000,23168,557.3102766599914,152.78686636388855,3.0409111211691897
1,geolife_spatial,NO BCE,11,2000,23168,186.79100073399604,266.69215143044016,4.692937952583259
1,geolife_spatial,BCE ONLY,11,2000,23168,212.20381393199204,6515.612840982972,119.88833578043138
2,geolife_spatial,STD,11,2000,23168,218.0099827919912,213.66596532932357,3.778870613869227
2,geolife_spatial,NO BCE,11,2000,23168,187.7750742549979,349.9260116391056,6.0238974278822415
2,geolife_spatial,BCE ONLY,11,2000,23168,213.12441882200073,6877.890777853957,140.29027761735887
3,geolife_spatial,STD,11,2000,23168,215.2936393669952,270.2547109365437,4.966282538118479
3,geolife_spatial,NO BCE,11,2000,23168,190.6705635729886,137.18377829708274,2.8348714870627125
3,geolife_spatial,BCE ONLY,11,2000,23168,217.71022747500683,7355.035116832143,140.402767220741
